0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,4,0,0,0,0,0,0
0,0,0,0,0,0,4,9,9,9,9,9,9,9,9,4,4,4,7,7,7,7,2,2,7,7,7,7,4,4,4,9,9,9,9,9,9,9,9,4,0,0,0,0,0
0,0,0,0,0,4,9,9,9,9,9,9,9,4,4,7,7,7,7,7,7,7,2,2,7,7,7,7,7,7,7,4,4,9,9,9,9,9,9,9,4,0,0,0,0
0,0,0,0,4,9,9,9,9,9,9,9,4,7,7,7,7,7,7,7,7,2,2,2,2,7,7,7,7,7,7,7,7,4,9,9,9,9,9,9,9,4,0,0,0
0,0,0,0,4,9,9,9,9,9,9,4,7,7,7,7,7,7,7,7,2,2,2,2,2,2,7,7,7,7,7,7,7,7,4,9,9,9,9,9,9,4,0,0,0
0,0,0,4,9,9,9,9,9,9,4,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,4,9,9,9,9,9,9,4,0,0
0,0,0,4,9,9,9,9,9,4,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,4,9,9,9,9,9,4,0,0
0,0,4,9,9,9,9,9,4,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,4,9,9,9,9,9,4,0
0,0,4,9,9,9,9,9,4,7,7,7,7,7,7,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,7,7,7,7,7,7,4,9,9,9,9,9,4,0
0,4,9,9,9,9,9,9,4,7,7,7,7,7,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,7,7,7,7,7,4,9,9,9,9,9,9,4
0,4,9,9,9,9,9,4,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,4,9,9,9,9,9,4
0,4,9,9,9,9,9,4,7,7,7,7,7,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,7,7,7,7,7,4,9,9,9,9,9,4
0,4,9,9,9,9,9,4,7,7,7,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,7,7,7,4,9,9,9,9,9,4
0,4,9,9,9,9,4,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,4,9,9,9,9,4
0,4,9,9,9,9,4,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,4,9,9,9,9,4
0,4,9,9,9,9,4,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,4,9,9,9,9,4
0,4,9,9,9,9,4,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,4,9,9,9,9,4
0,4,9,9,9,9,4,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,4,9,9,9,9,4
0,4,9,9,9,9,4,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,4,9,9,9,9,4
0,4,9,9,9,9,4,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,4,9,9,9,9,4
0,4,9,9,9,9,4,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,4,9,9,9,9,4
0,4,9,9,9,9,9,4,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,4,9,9,9,9,9,4
0,0,4,9,9,9,9,4,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,4,9,9,9,9,4,0
0,0,4,9,9,9,9,9,4,7,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,4,9,9,9,9,9,4,0
0,0,0,4,9,9,9,9,9,4,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,4,9,9,9,9,9,4,0,0
0,0,0,4,9,9,9,9,9,9,4,7,7,7,7,7,7,7,7,7,7,2,2,2,2,7,7,7,7,7,7,7,7,7,7,4,9,9,9,9,9,9,4,0,0
0,0,0,0,4,9,9,9,9,9,9,4,7,7,7,7,7,7,7,7,7,7,2,2,7,7,7,7,7,7,7,7,7,7,4,9,9,9,9,9,9,4,0,0,0
0,0,0,0,4,9,9,9,9,9,9,9,4,4,7,7,7,7,7,7,7,7,4,4,7,7,7,7,7,7,7,7,4,4,9,9,9,9,9,9,9,4,0,0,0
0,0,0,0,0,4,9,9,9,9,9,9,9,9,4,4,4,7,7,7,7,4,7,7,4,7,7,7,7,4,4,4,9,9,9,9,9,9,9,9,4,0,0,0,0
0,0,0,0,0,0,4,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,4,0,0,0,0,0
0,0,0,0,0,0,0,4,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,4,9,9,9,9,9,9,9,9,9,9,9,9,9,4,0,0,0,0,0,0
0,0,0,0,0,0,0,4,4,4,9,9,9,9,9,9,9,9,9,9,9,4,9,9,4,9,9,9,9,9,9,9,9,9,9,9,4,4,4,0,0,0,0,0,0
